==Startup== volume=193.759544, flow rate= 300000.000000

1	47.411224	0.000158	43.396210	0.000145	0.000000
2	71.430740	0.000238	24.019520	0.000080	0.000000
3	72.576370	0.000242	1.145630	0.000004	0.000000
4	77.260071	0.000258	4.683703	0.000016	0.000000
5	79.185966	0.000264	1.925896	0.000006	0.000000
6	83.601280	0.000279	4.415316	0.000015	0.000000
7	87.927795	0.000293	4.326517	0.000014	0.000000
8	88.084671	0.000294	0.156879	0.000001	0.000000
9	88.989281	0.000297	0.904612	0.000003	0.000000
10	94.887245	0.000316	5.897962	0.000020	0.000000
11	95.457367	0.000318	0.570124	0.000002	0.000000
12	97.006920	0.000323	1.549552	0.000005	0.000000
13	99.080841	0.000330	2.073922	0.000007	0.000000
14	107.040672	0.000357	7.959833	0.000027	0.000000
15	108.652321	0.000362	1.611651	0.000005	0.000000
16	121.099129	0.000404	12.446807	0.000041	0.000000
17	125.972038	0.000420	4.872907	0.000016	0.000000
18	129.892624	0.000433	3.920581	0.000013	0.000000
19	133.062454	0.000444	3.169832	0.000011	0.000000
20	133.415970	0.000445	0.353521	0.000001	0.000000
21	135.831497	0.000453	2.415529	0.000008	0.000000
22	137.187347	0.000457	1.355849	0.000005	0.000000
23	142.049362	0.000473	4.862012	0.000016	0.000000
24	142.180328	0.000474	0.130970	0.000000	0.000000
25	152.716064	0.000509	10.535743	0.000035	0.000000
26	156.318924	0.000521	3.602855	0.000012	0.000000
27	160.185974	0.000534	3.867047	0.000013	0.000000
28	166.727921	0.000556	6.541940	0.000022	0.000000
29	172.689453	0.000576	5.961527	0.000020	0.000000
30	173.999466	0.000580	1.310017	0.000004	0.000000
31	180.169800	0.000601	6.170338	0.000021	0.000000
32	182.680954	0.000609	2.511149	0.000008	0.000000
33	192.477798	0.000642	9.796844	0.000033	0.000000
34	192.539063	0.000642	0.061264	0.000000	0.000000
35	195.070908	0.000650	2.531848	0.000008	0.000000
36	198.127701	0.000660	3.056800	0.000010	0.000000
37	204.928894	0.000683	6.801192	0.000023	0.000000
38	215.063217	0.000717	10.134328	0.000034	0.000000
39	221.672867	0.000739	6.609643	0.000022	0.000000
40	225.548477	0.000752	3.875610	0.000013	0.000000
41	226.025116	0.000753	0.476643	0.000002	0.000000
42	226.172440	0.000754	0.147326	0.000000	0.000000
43	227.784760	0.000759	1.612325	0.000005	0.000000
44	227.840027	0.000759	0.055274	0.000000	0.000000
45	232.440994	0.000775	4.600964	0.000015	0.000000
46	233.254364	0.000778	0.813369	0.000003	0.000000
47	234.402145	0.000781	1.147781	0.000004	0.000000
48	234.789093	0.000783	0.386949	0.000001	0.000000
49	236.084717	0.000787	1.295623	0.000004	0.000000
50	236.258179	0.000788	0.173462	0.000001	0.000000
51	241.986938	0.000807	5.728755	0.000019	0.000000
52	242.014938	0.000807	0.028001	0.000000	0.000000
53	249.982559	0.000833	7.967616	0.000027	0.000000
54	253.962311	0.000847	3.979750	0.000013	0.000000
55	258.738708	0.000862	4.776409	0.000016	0.000000
56	266.992645	0.000890	8.253941	0.000028	0.000000
57	268.955750	0.000897	1.963112	0.000007	0.000000
58	275.141937	0.000917	6.186177	0.000021	0.000000
59	279.396484	0.000931	4.254537	0.000014	0.000000
60	281.184906	0.000937	1.788435	0.000006	0.000000
61	283.720917	0.000946	2.536023	0.000008	0.000000
62	286.355804	0.000955	2.634873	0.000009	0.000000
63	290.251038	0.000968	3.895225	0.000013	0.000000
64	292.594482	0.000975	2.343431	0.000008	0.000000
65	293.140900	0.000977	0.546432	0.000002	0.000000
66	297.545929	0.000992	4.405040	0.000015	0.000000
67	302.057648	0.001007	4.511730	0.000015	0.000000
68	303.278992	0.001011	1.221337	0.000004	0.000000
69	308.872192	0.001030	5.593195	0.000019	0.000000
70	310.889587	0.001036	2.017404	0.000007	0.000000
71	312.761627	0.001043	1.872049	0.000006	0.000000
72	315.052368	0.001050	2.290732	0.000008	0.000000
73	316.002411	0.001053	0.950032	0.000003	0.000000
74	319.217133	0.001064	3.214732	0.000011	0.000000
75	327.476379	0.001092	8.259254	0.000028	0.000000
76	334.473755	0.001115	6.997363	0.000023	0.000000
77	338.551880	0.001129	4.078128	0.000014	0.000000
78	343.474915	0.001145	4.923032	0.000016	0.000000
79	347.362732	0.001158	3.887811	0.000013	0.000000
80	348.735687	0.001162	1.372949	0.000005	0.000000
81	349.607910	0.001165	0.872232	0.000003	0.000000
82	350.681946	0.001169	1.074046	0.000004	0.000000
83	352.465332	0.001175	1.783374	0.000006	0.000000
84	354.423584	0.001181	1.958243	0.000007	0.000000
85	355.853180	0.001186	1.429592	0.000005	0.000000
86	358.394562	0.001195	2.541396	0.000008	0.000000
87	359.055634	0.001197	0.661082	0.000002	0.000000
88	367.847351	0.001226	8.791707	0.000029	0.000000
89	382.477692	0.001275	14.630347	0.000049	0.000000
90	389.764984	0.001299	7.287301	0.000024	0.000000
91	398.201447	0.001327	8.436472	0.000028	0.000000
92	403.681671	0.001346	5.480216	0.000018	0.000000
93	405.303650	0.001351	1.621966	0.000005	0.000000
94	406.324646	0.001354	1.021008	0.000003	0.000000
95	407.345947	0.001358	1.021315	0.000003	0.000000
96	410.829041	0.001369	3.483101	0.000012	0.000000
97	411.186493	0.001371	0.357446	0.000001	0.000000
98	419.069794	0.001397	7.883310	0.000026	0.000000
99	423.568970	0.001412	4.499188	0.000015	0.000000
100	423.901215	0.001413	0.332236	0.000001	0.000000
101	425.996613	0.001420	2.095392	0.000007	0.000000
102	429.884552	0.001433	3.887953	0.000013	0.000000
103	430.091278	0.001434	0.206730	0.000001	0.000000
104	435.658356	0.001452	5.567072	0.000019	0.000000
105	436.591858	0.001455	0.933496	0.000003	0.000000
106	439.074005	0.001464	2.482150	0.000008	0.000000
107	442.085327	0.001474	3.011328	0.000010	0.000000
108	442.899200	0.001476	0.813885	0.000003	0.000000
109	446.411133	0.001488	3.511919	0.000012	0.000000
110	449.197723	0.001497	2.786577	0.000009	0.000000
111	449.682343	0.001499	0.484618	0.000002	0.000000
112	452.967102	0.001510	3.284745	0.000011	0.000000
113	453.636230	0.001512	0.669133	0.000002	0.000000
114	454.652374	0.001516	1.016139	0.000003	0.000000
115	456.114380	0.001520	1.462005	0.000005	0.000000
116	457.021729	0.001523	0.907334	0.000003	0.000000
117	459.820313	0.001533	2.798585	0.000009	0.000000
118	461.180908	0.001537	1.360588	0.000005	0.000000
119	462.696350	0.001542	1.515457	0.000005	0.000000
120	464.346527	0.001548	1.650192	0.000006	0.000000
121	467.642242	0.001559	3.295723	0.000011	0.000000
122	476.337891	0.001588	8.695640	0.000029	0.000000
123	479.453033	0.001598	3.115150	0.000010	0.000000
124	481.606384	0.001605	2.153339	0.000007	0.000000
125	483.816284	0.001613	2.209902	0.000007	0.000000
126	486.871826	0.001623	3.055542	0.000010	0.000000
127	486.947357	0.001623	0.075540	0.000000	0.000000
128	487.724579	0.001626	0.777225	0.000003	0.000000
129	490.643494	0.001635	2.918900	0.000010	0.000000
130	492.620819	0.001642	1.977321	0.000007	0.000000
131	492.742157	0.001642	0.121327	0.000000	0.000000
132	495.790741	0.001653	3.048591	0.000010	0.000000
133	499.032776	0.001663	3.242045	0.000011	0.000000
134	501.263733	0.001671	2.230952	0.000007	0.000000
135	501.368866	0.001671	0.105126	0.000000	0.000000
136	502.425568	0.001675	1.056717	0.000004	0.000000
137	506.660065	0.001689	4.234511	0.000014	0.000000
138	511.145935	0.001704	4.485857	0.000015	0.000000
139	515.261169	0.001718	4.115262	0.000014	0.000000
140	515.350159	0.001718	0.088974	0.000000	0.000000
141	517.902222	0.001726	2.552039	0.000009	0.000000
142	527.252075	0.001758	9.349833	0.000031	0.000000
143	536.030273	0.001787	8.778184	0.000029	0.000000
144	536.671875	0.001789	0.641612	0.000002	0.000000
145	537.694641	0.001792	1.022771	0.000003	0.000000
146	538.134155	0.001794	0.439542	0.000001	0.000000
147	538.813110	0.001796	0.678947	0.000002	0.000000
148	541.629089	0.001805	2.815994	0.000009	0.000000
